id,domain,complexity,template_id,old_constraints,new_constraints,warnings,query_text_ru
cinema_l2_0082,cinema,L2,,"{""country_ru"": null, ""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": false, ""rating"": [""imdb"", "">="", 4.0], ""source_dataset"": ""wikidata"", ""year_from"": 2019, ""year_to"": 2023}","{""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""rating_imdb_min"": 4.0, ""year_from"": 2019, ""year_to"": 2023}",,"Назови 5 фильмов, жанра «приключенческий фильм», в период 2019–2023 годов, с рейтингом по IMDb не ниже 4."
cinema_l2_0084,cinema,L2,,"{""country_ru"": null, ""genre_ru"": ""ужасы"", ""kind"": ""film"", ""not_franchise"": false, ""rating"": [""imdb"", "">="", 5.0], ""source_dataset"": ""wikidata"", ""year_from"": 2018, ""year_to"": 2025}","{""genre_ru"": ""ужасы"", ""kind"": ""film"", ""rating_imdb_min"": 5.0, ""year_from"": 2018, ""year_to"": 2025}",,"Назови 5 фильмов, жанра «ужасы», в период 2018–2025 годов, с рейтингом по IMDb не ниже 5."
cinema_l3_0071,cinema,L3,,"{""country_ru"": ""Германия"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": [""kinopoisk"", "">="", 7.0], ""source_dataset"": ""wikidata"", ""year_from"": 2018, ""year_to"": 2023}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating_kinopoisk_min"": 7.0, ""year_from"": 2018, ""year_to"": 2023}",,"Назови 5 фильмов, жанра «боевик», в период 2018–2023 годов, с рейтингом по Кинопоиск не ниже 7, которые не являются частью франшизы/серии."
cinema_l3_0073,cinema,L3,,"{""country_ru"": ""Великобритания"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": [""kinopoisk"", ""<="", 6.0], ""source_dataset"": ""wikidata"", ""year_from"": 2018, ""year_to"": 2022}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating_kinopoisk_max"": 6.0, ""rating_kinopoisk_min"": 6.0, ""year_from"": 2018, ""year_to"": 2022}",,"Назови 5 фильмов, жанра «боевик», в период 2018–2022 годов, с рейтингом по Кинопоиск не выше 6, которые не являются частью франшизы/серии."
cinema_l3_0075,cinema,L3,,"{""country_ru"": ""Германия"", ""genre_ru"": ""ужасы"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": [""kinopoisk"", "">="", 7.0], ""source_dataset"": ""wikidata"", ""year_from"": 2020, ""year_to"": 2025}","{""genre_ru"": ""ужасы"", ""kind"": ""film"", ""not_franchise"": true, ""rating_kinopoisk_min"": 7.0, ""year_from"": 2020, ""year_to"": 2025}",,"Назови 5 фильмов, жанра «ужасы», в период 2020–2025 годов, с рейтингом по Кинопоиск не ниже 7, которые не являются частью франшизы/серии."
cinema_l4_0075,cinema,L4,,"{""country_ru"": ""Канада"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": [""imdb"", ""<="", 6.5], ""source_dataset"": ""wikidata"", ""year_from"": 2020, ""year_to"": 2024}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating_imdb_max"": 6.5, ""rating_imdb_min"": 6.5, ""year_from"": 2020, ""year_to"": 2024}",,"Назови 8 фильмов, жанра «боевик», в период 2020–2024 годов, с рейтингом по IMDb не выше 6.5, которые не являются частью франшизы/серии."
cinema_l4_0077,cinema,L4,,"{""country_ru"": ""Афганистан"", ""genre_ru"": ""подростковый фильм"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2021, ""year_to"": 2023}","{""genre_ru"": ""подростковый фильм"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2021, ""year_to"": 2023}",,"Назови 8 фильмов, жанра «подростковый фильм», в период 2021–2023 годов, которые не являются частью франшизы/серии."
cinema_l4_0079,cinema,L4,,"{""country_ru"": ""Япония"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2020, ""year_to"": 2020}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2020, ""year_to"": 2020}",,"Назови 8 фильмов, жанра «боевик», 2020 года, которые не являются частью франшизы/серии."
cinema_l4_0081,cinema,L4,,"{""country_ru"": ""Япония"", ""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2024, ""year_to"": 2025}","{""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2024, ""year_to"": 2025}",,"Назови 8 фильмов, жанра «приключенческий фильм», в период 2024–2025 годов, которые не являются частью франшизы/серии."
cinema_l4_0083,cinema,L4,,"{""country_ru"": ""США"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2015, ""year_to"": 2019}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2015, ""year_to"": 2019}",,"Назови 8 фильмов, жанра «боевик», в период 2015–2019 годов, которые не являются частью франшизы/серии."
cinema_l4_0085,cinema,L4,,"{""country_ru"": ""Канада"", ""genre_ru"": ""ужасы"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2020, ""year_to"": 2025}","{""genre_ru"": ""ужасы"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2020, ""year_to"": 2025}",,"Назови 8 фильмов, жанра «ужасы», в период 2020–2025 годов, которые не являются частью франшизы/серии."
cinema_l4_0087,cinema,L4,,"{""country_ru"": ""США"", ""genre_ru"": ""комедия"", ""kind"": ""series"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2018, ""year_to"": 2023}","{""genre_ru"": ""комедия"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2018, ""year_to"": 2023}",,"Назови 8 сериалов, жанра «комедия», в период 2018–2023 годов, которые не являются частью франшизы/серии."
cinema_l4_0089,cinema,L4,,"{""country_ru"": ""Нацистская Германия"", ""genre_ru"": ""музыкальный фильм"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2021, ""year_to"": 2025}","{""genre_ru"": ""музыкальный фильм"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2021, ""year_to"": 2025}",,"Назови 8 фильмов, жанра «музыкальный фильм», в период 2021–2025 годов, которые не являются частью франшизы/серии."
cinema_l4_0091,cinema,L4,,"{""country_ru"": ""Германия"", ""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2023, ""year_to"": 2023}","{""country_ru"": ""Германия"", ""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2023, ""year_to"": 2023}",,"Назови 8 фильмов, жанра «приключенческий фильм», из страны: Германия, 2023 года, которые не являются частью франшизы/серии."
cinema_l5_0084,cinema,L5,,"{""country_ru"": ""Канада"", ""genre_ru"": ""комедия"", ""kind"": ""series"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2016, ""year_to"": 2023}","{""genre_ru"": ""комедия"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2016, ""year_to"": 2023}",,"Назови 5 сериалов, жанра «комедия», в период 2016–2023 годов, которые не являются частью франшизы/серии."
cinema_l4_0095,cinema,L4,,"{""country_ru"": ""Россия"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2020, ""year_to"": 2024}","{""country_ru"": ""Россия"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2020, ""year_to"": 2024}",,"Назови 8 фильмов, жанра «боевик», из страны: Россия, в период 2020–2024 годов, которые не являются частью франшизы/серии."
cinema_l5_0086,cinema,L5,,"{""country_ru"": ""США"", ""genre_ru"": ""фильм-тайна"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2015, ""year_to"": 2022}","{""country_ru"": ""США"", ""genre_ru"": ""фильм-тайна"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2015, ""year_to"": 2022}",,"Назови 5 фильмов, жанра «фильм-тайна», из страны: США, в период 2015–2022 годов, которые не являются частью франшизы/серии."
cinema_l4_0097,cinema,L4,,"{""country_ru"": ""Великобритания"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2024, ""year_to"": 2025}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2024, ""year_to"": 2025}",,"Назови 8 фильмов, жанра «боевик», в период 2024–2025 годов, которые не являются частью франшизы/серии."
cinema_l4_0099,cinema,L4,,"{""country_ru"": ""Канада"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2015, ""year_to"": 2020}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2015, ""year_to"": 2020}",,"Назови 8 фильмов, жанра «боевик», в период 2015–2020 годов, которые не являются частью франшизы/серии."
cinema_l4_0101,cinema,L4,,"{""country_ru"": ""Канада"", ""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2022, ""year_to"": 2022}","{""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2022, ""year_to"": 2022}",,"Назови 8 фильмов, жанра «приключенческий фильм», 2022 года, которые не являются частью франшизы/серии."
cinema_l5_0088,cinema,L5,,"{""country_ru"": ""Великобритания"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": [""kinopoisk"", "">="", 7.2], ""source_dataset"": ""wikidata"", ""year_from"": 2019, ""year_to"": 2025}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating_kinopoisk_min"": 7.2, ""year_from"": 2019, ""year_to"": 2025}",,"Назови 5 фильмов, жанра «боевик», в период 2019–2025 годов, с рейтингом по Кинопоиск не ниже 7.2, которые не являются частью франшизы/серии."
cinema_l4_0105,cinema,L4,,"{""country_ru"": ""Великобритания"", ""genre_ru"": ""ужасы"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2022, ""year_to"": 2024}","{""genre_ru"": ""ужасы"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2022, ""year_to"": 2024}",,"Назови 8 фильмов, жанра «ужасы», в период 2022–2024 годов, которые не являются частью франшизы/серии."
cinema_l4_0107,cinema,L4,,"{""country_ru"": ""Япония"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2020, ""year_to"": 2023}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2020, ""year_to"": 2023}",,"Назови 8 фильмов, жанра «боевик», в период 2020–2023 годов, которые не являются частью франшизы/серии."
cinema_l5_0090,cinema,L5,,"{""country_ru"": ""Франция"", ""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2016, ""year_to"": 2023}","{""genre_ru"": ""боевик"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2016, ""year_to"": 2023}",,"Назови 5 фильмов, жанра «боевик», в период 2016–2023 годов, которые не являются частью франшизы/серии."
cinema_l4_0109,cinema,L4,,"{""country_ru"": ""Япония"", ""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""rating"": null, ""source_dataset"": ""wikidata"", ""year_from"": 2023, ""year_to"": 2023}","{""genre_ru"": ""приключенческий фильм"", ""kind"": ""film"", ""not_franchise"": true, ""year_from"": 2023, ""year_to"": 2023}",,"Назови 8 фильмов, жанра «приключенческий фильм», 2023 года, которые не являются частью франшизы/серии."
