benchmark_id,source_dataset,source_split,source_id,question_en_original,category,complexity_type,reasoning_family,answer_type,answer_mode,answer_text_en,num_answers,priority_score,needs_translation,needs_rephrase
mintaka_test_99c92479,mintaka,test,99c92479,Who was the quarterback of the team that won Super Bowl 44?,sports,multihop,multihop,entity,single,Drew Brees,1,7,True,True
mintaka_test_9c0a42e3,mintaka,test,9c0a42e3,Who was the queen of the dynasty founded by Ptolemy I Soter?,history,multihop,multihop,entity,single,Cleopatra.,1,7,True,True
mintaka_test_9d1075db,mintaka,test,9d1075db,Which quarterback was on the winning team for Super Bowl XLIX?,sports,multihop,multihop,entity,single,Tom Brady,1,7,True,True
mintaka_test_9e2e84fb,mintaka,test,9e2e84fb,Where was the men's winner of Wimbledon 2019 born?,sports,multihop,multihop,entity,single,Serbia,1,7,True,True
mintaka_test_9ee186cd,mintaka,test,9ee186cd,Who directed the movie that's based on the second Harry Potter book?,books,multihop,multihop,entity,single,Chris Columbus,1,7,True,True
mintaka_test_9f65ffbf,mintaka,test,9f65ffbf,Where is the actor who played Henry Hill from?,movies,multihop,multihop,entity,single,new york city,1,7,True,True
mintaka_test_a014ccdd,mintaka,test,a014ccdd,What is the capital of the country where Mount Everest is located?,geography,multihop,multihop,entity,single,Beijing,1,7,True,True
mintaka_test_a0f0b3c7,mintaka,test,a0f0b3c7,Who was the male lead in the movie adaptation of the first Millennium series novel by Stieg Larsson?,books,multihop,multihop,entity,single,Daniel Craig,1,7,True,True
mintaka_test_a1205c63,mintaka,test,a1205c63,Who is the main antagonist in the seventh Final Fantasy game?,videogames,multihop,multihop,entity,single,Sephiroth,1,7,True,True
mintaka_test_a198ac30,mintaka,test,a198ac30,Who was the #1 wide receiver for the highest scoring offense in the NFL in 2007?,sports,multihop,multihop,entity,single,Randy Moss,1,7,True,True
mintaka_test_a2085516,mintaka,test,a2085516,Which cousin of the U.S. president who fought in the Spanish-American War served the most presidential terms?,history,multihop,multihop,entity,single,Franklin Delano Roosevelt,1,7,True,True
mintaka_test_a280c44f,mintaka,test,a280c44f,Which U.S. state has the tallest mountain in North America?,geography,multihop,multihop,entity,single,Alaska,1,7,True,True
mintaka_test_a286ace3,mintaka,test,a286ace3,Who was the leader of the country that invaded Poland in 1939?,history,multihop,multihop,entity,single,Adolf Hitler,1,7,True,True
mintaka_test_a82c3239,mintaka,test,a82c3239,What is the name of the country that boast the most populated city in Africa?,geography,multihop,multihop,entity,single,Nigeria,1,7,True,True
mintaka_test_a8c53341,mintaka,test,a8c53341,Who was the quarterback of the team that won the first Super Bowl?,sports,multihop,multihop,entity,single,Bart Starr,1,7,True,True
mintaka_test_a8d22483,mintaka,test,a8d22483,Where is the actress who played Katniss in The Hunger Games from?,movies,multihop,multihop,entity,single,"Indian Hills, Kentucky",1,7,True,True
mintaka_test_a9737ee7,mintaka,test,a9737ee7,What is the tallest building in the capital city of Portugal?,geography,multihop,multihop,entity,single,The Vasco da Gama Tower,1,7,True,True
mintaka_test_a97cdab1,mintaka,test,a97cdab1,Who was the wife of the 22nd US president?,politics,multihop,multihop,entity,single,Frances Cleveland,1,7,True,True
mintaka_test_a9db545b,mintaka,test,a9db545b,Who was the vice president of the 40th US president?,politics,multihop,multihop,entity,single,George H. W. Bush,1,7,True,True
mintaka_test_aa855fe5,mintaka,test,aa855fe5,Who was the father of the 43th US president?,politics,multihop,multihop,entity,single,George H. W. Bush,1,7,True,True
mintaka_test_ab026d77,mintaka,test,ab026d77,Where was the author of The Lord of the Rings born?,books,multihop,multihop,entity,single,"Bloemfontein, Orange Free State (England)",1,7,True,True
mintaka_test_af1451f4,mintaka,test,af1451f4,Who is the wife of the actor that played Iron Man?,movies,multihop,multihop,entity,single,Susan Downey,1,7,True,True
mintaka_test_afc0cfc2,mintaka,test,afc0cfc2,Who was the head coach of the team that won the NBA Championship in 2020?,sports,multihop,multihop,entity,single,Frank Vogel,1,7,True,True
mintaka_test_b3073f2e,mintaka,test,b3073f2e,Who is the politician that ran for president in 2020 and was a former professor at Harvard?,politics,multihop,multihop,entity,single,Elizbeth Warren,1,7,True,True
mintaka_test_b35b218e,mintaka,test,b35b218e,What is the tallest building in the most populous city in the U.S.?,geography,multihop,multihop,entity,single,One World Trade Center,1,7,True,True
mintaka_test_b4aadf92,mintaka,test,b4aadf92,What was the home city of the author of The Trial?,books,multihop,multihop,entity,single,Prague,1,7,True,True
mintaka_test_b68627e9,mintaka,test,b68627e9,Who is the famous singer who was from the 60s group that had the number five in its title?,music,multihop,multihop,entity,single,Michael Jackson,1,7,True,True
mintaka_test_b95c2731,mintaka,test,b95c2731,What party did the US president during the Mexican-American War belong to?,politics,multihop,multihop,entity,single,Democratic,1,7,True,True
mintaka_test_bb06f6c9,mintaka,test,bb06f6c9,Who is the rival to Tails' best friend?,videogames,multihop,multihop,entity,single,Dr. Eggman,1,7,True,True
mintaka_test_bb1cd704,mintaka,test,bb1cd704,What game was sold with the Sega Genesis that featured a blue hedgehog?,videogames,multihop,multihop,entity,single,Sonic the Hedgehog,1,7,True,True
mintaka_test_bb6aa601,mintaka,test,bb6aa601,Who was the wife of the 38th US president?,politics,multihop,multihop,entity,single,Betty Ford,1,7,True,True
mintaka_test_bb76440f,mintaka,test,bb76440f,Who was the quarterback who led the Auburn Tigers to the 2010-11 NCAA Championship?,sports,multihop,multihop,entity,single,Cam Newton,1,7,True,True
mintaka_test_bbdf912c,mintaka,test,bbdf912c,Who was the quarterback of the team that won Super Bowl 43?,sports,multihop,multihop,entity,single,Ben Roethlisberger,1,7,True,True
mintaka_test_bc1f9c3f,mintaka,test,bc1f9c3f,Where was the lead guitarist of Guns N' Roses born?,music,multihop,multihop,entity,single,"Stoke-on-Trent, Staffordshire, England",1,7,True,True
mintaka_test_bcae6ee8,mintaka,test,bcae6ee8,Who was the wife of the writer of Hamlet?,books,multihop,multihop,entity,single,Anne Hathaway,1,7,True,True
mintaka_test_bcced829,mintaka,test,bcced829,Who was the quarterback of the team that won Super Bowl 5?,sports,multihop,multihop,entity,single,Johnny Unitas,1,7,True,True
mintaka_test_bd1c9600,mintaka,test,bd1c9600,Who is the love interest of Luigi's twin brother?,videogames,multihop,multihop,entity,single,Princess Peach,1,7,True,True
mintaka_test_bde0f41a,mintaka,test,bde0f41a,What party did the president belong to who intervened in the Korean War?,politics,multihop,multihop,entity,single,Democrat,1,7,True,True
mintaka_test_bdf78730,mintaka,test,bdf78730,The celebrity that voiced Anna in Disney's Frozen also provided the voice of what Assassin's Creed character?,videogames,multihop,multihop,entity,single,Lucy Stillman,1,7,True,True
mintaka_test_bf207389,mintaka,test,bf207389,What is the title of the book that won the first Hugo Award for Best Novel?,books,multihop,multihop,entity,single,The Demolished Man,1,7,True,True
mintaka_test_bfc9807b,mintaka,test,bfc9807b,What state is the author of Misery from?,books,multihop,multihop,entity,single,Maine,1,7,True,True
mintaka_test_c11196a0,mintaka,test,c11196a0,Who played Dr Gonzo in the movie based on Fear and Loathing in Las Vegas?,books,multihop,multihop,entity,single,Benecio Del Toro,1,7,True,True
mintaka_test_c18486eb,mintaka,test,c18486eb,What is the name of the U.S. state with the biggest volcano?,geography,multihop,multihop,entity,single,Washington,1,7,True,True
mintaka_test_c291ee98,mintaka,test,c291ee98,What is the name of the country with the 3rd longest river in the world?,geography,multihop,multihop,entity,single,China,1,7,True,True
mintaka_test_c3c9f825,mintaka,test,c3c9f825,Who was the quarterback of the team that won Super Bowl 15?,sports,multihop,multihop,entity,single,Jim Plunket,1,7,True,True
mintaka_test_c3e5e7b8,mintaka,test,c3e5e7b8,In what country was the author of the book that won the first Newbery Medal born?,books,multihop,multihop,entity,single,The Netherlands,1,7,True,True
mintaka_test_c5db2ffc,mintaka,test,c5db2ffc,Who wrote the movie that's based on the Harry Potter book released in 2004?,books,multihop,multihop,entity,single,Steve Kloves,1,7,True,True
mintaka_test_c6729e41,mintaka,test,c6729e41,Which actress is the sister of the actor who played Peter Brand in Moneyball?,movies,multihop,multihop,entity,single,Beanie Feldstein,1,7,True,True
mintaka_test_c6a6e26c,mintaka,test,c6a6e26c,"In Dota 2, who is a fire-bearing female hero that is Crystal Maiden's sister?",videogames,multihop,multihop,entity,single,Lina,1,7,True,True
mintaka_test_cb7e874d,mintaka,test,cb7e874d,Where is the actor who played Pirates of the Caribbean from?,movies,multihop,multihop,entity,single,USA.,1,7,True,True
mintaka_test_cc58eabf,mintaka,test,cc58eabf,Who was the wife of the first African American president?,history,multihop,multihop,entity,single,Michelle Obama,1,7,True,True
mintaka_test_cc68f0ab,mintaka,test,cc68f0ab,What actor did the voice acting for the villain in the third Far Cry installment?,videogames,multihop,multihop,entity,single,Michael Mando,1,7,True,True
mintaka_test_cd1ff07c,mintaka,test,cd1ff07c,Where was the oldest member of Nirvana born?,music,multihop,multihop,entity,single,"Abderdeen, Washington",1,7,True,True
mintaka_test_cdfd730c,mintaka,test,cdfd730c,Who is the quarterback of the team that defeated the Giants 30-29 in 2021?,sports,multihop,multihop,entity,single,Taylor Heinicke,1,7,True,True
mintaka_test_ce2b8328,mintaka,test,ce2b8328,Who is the protagonist in the fourth Final Fantasy game?,videogames,multihop,multihop,entity,single,Cecil Harvey,1,7,True,True
mintaka_test_d09fa446,mintaka,test,d09fa446,Who is the winning head coach of all time in the league that features Tom Brady as a player?,sports,multihop,multihop,entity,single,Don Shula,1,7,True,True
mintaka_test_d2121d0c,mintaka,test,d2121d0c,What is the most populous city of the U.S. state with Harrisburg as a capital?,geography,multihop,multihop,entity,single,Philadelphia,1,7,True,True
mintaka_test_d252baf0,mintaka,test,d252baf0,Who is the protagonist in the fourth Grand Theft Auto game?,videogames,multihop,multihop,entity,single,Tommy Vercetti,1,7,True,True
mintaka_test_d2a0af87,mintaka,test,d2a0af87,Who was the wife of the 44th U.S. president?,politics,multihop,multihop,entity,single,Michelle Obama,1,7,True,True
mintaka_test_d369a7ff,mintaka,test,d369a7ff,What is the tallest completed building in the capital city of Qatar?,geography,multihop,multihop,entity,single,Aspire Tower,1,7,True,True
mintaka_test_d6118c0d,mintaka,test,d6118c0d,What party did the U.S. president who ended American fighting in Vietnam belong to?,politics,multihop,multihop,entity,single,Republican,1,7,True,True
mintaka_test_d61d1f4e,mintaka,test,d61d1f4e,Where is the actor who played Bane in The Dark Knight Rises from?,movies,multihop,multihop,entity,single,England,1,7,True,True
mintaka_test_d701867e,mintaka,test,d701867e,Where was the Nobel Prize in Literature winner from 2002 born?,books,multihop,multihop,entity,single,"Budapest, Hungary.",1,7,True,True
mintaka_test_d77e8d8a,mintaka,test,d77e8d8a,Who was the US president during the start of the American Civil War?,history,multihop,multihop,entity,single,Abraham Lincoln,1,7,True,True
mintaka_test_d890595a,mintaka,test,d890595a,Where was the director of Metropolis born?,movies,multihop,multihop,entity,single,"Vienna, Austria",1,7,True,True
mintaka_test_d91ca6a6,mintaka,test,d91ca6a6,Who was the wife of the 2nd U.S. president?,politics,multihop,multihop,entity,single,Abigail Adams,1,7,True,True
mintaka_test_dadc1324,mintaka,test,dadc1324,Who is the protagonist of the 10th Final Fantasy game?,videogames,multihop,multihop,entity,single,Tidus,1,7,True,True
mintaka_test_db07d841,mintaka,test,db07d841,Which U.S. president succeeded the president who was assassinated in 1963?,history,multihop,multihop,entity,single,Lyndon Johnson,1,7,True,True
mintaka_test_dc1c2e5b,mintaka,test,dc1c2e5b,What was the real first name of the oldest member of The Beatles?,music,multihop,multihop,entity,single,Richard,1,7,True,True
mintaka_test_e22a184f,mintaka,test,e22a184f,Where was the guitarist from R.E.M. born?,music,multihop,multihop,entity,single,"Berkeley, CA",1,7,True,True
mintaka_test_e6fb1f57,mintaka,test,e6fb1f57,Who was the 40th US president's VP?,politics,multihop,multihop,entity,single,George H. W. Bush,1,7,True,True
mintaka_test_e741b934,mintaka,test,e741b934,What popular show was the main actor of Stargate SG1 in?,movies,multihop,multihop,entity,single,MacGyver,1,7,True,True
mintaka_test_e9256261,mintaka,test,e9256261,Who was the quarterback of the team that won Super Bowl XLI?,sports,multihop,multihop,entity,single,Peyton Manning,1,7,True,True
mintaka_test_eae7fdcc,mintaka,test,eae7fdcc,Who was the lead singer of the group Wings married to when the group was founded?,music,multihop,multihop,entity,single,Linda McCartney,1,7,True,True
mintaka_test_eed5730f,mintaka,test,eed5730f,Who was the wife of the 24th US president?,politics,multihop,multihop,entity,single,Frances Cleveland,1,7,True,True
mintaka_test_f03e7cff,mintaka,test,f03e7cff,Where was 16th president of the United States assassinated?,history,multihop,multihop,entity,single,Ford's Theatre,1,7,True,True
mintaka_test_f25c49a0,mintaka,test,f25c49a0,Where was the author who wrote Oliver Twist born?,books,multihop,multihop,entity,single,"Landport, Portsmouth, United Kingdom",1,7,True,True
mintaka_test_f271aec4,mintaka,test,f271aec4,How did the singer and songwriter famous for the rock ballad Bohemian Rhapsody die?,music,multihop,multihop,entity,single,Complications from AIDS/HIV,1,7,True,True
mintaka_test_f46f9461,mintaka,test,f46f9461,What is the name of the state where the biggest dam in the USA is located?,geography,multihop,multihop,entity,single,California.,1,7,True,True
